Method,Name,Error,Occurrences
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:56.905+00:00"",""path"":""/feedservice/feeds/14554"",""status"":500,""error"":""Internal Server Error"",""requestId"":""4071bc47-802741""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:54.799+00:00"",""path"":""/feedservice/feeds/10129"",""status"":500,""error"":""Internal Server Error"",""requestId"":""8e34055b-802143""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:00:03.289+00:00"",""path"":""/feedservice/feeds/25501"",""status"":500,""error"":""Internal Server Error"",""requestId"":""8760f3a0-883354""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:31.246+00:00"",""path"":""/feedservice/feeds/164"",""status"":500,""error"":""Internal Server Error"",""requestId"":""7608a009-796395""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:36.608+00:00"",""path"":""/feedservice/feeds/31491"",""status"":500,""error"":""Internal Server Error"",""requestId"":""26c83dd4-741868""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:31.045+00:00"",""path"":""/feedservice/feeds/16600"",""status"":500,""error"":""Internal Server Error"",""requestId"":""87dbae0a-796354""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:28.908+00:00"",""path"":""/feedservice/feeds/20913"",""status"":500,""error"":""Internal Server Error"",""requestId"":""69afac9e-865318""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:05.179+00:00"",""path"":""/feedservice/feeds/13896"",""status"":500,""error"":""Internal Server Error"",""requestId"":""d56d99f3-930499""}')",1
POST,/postservice/posts,"CatchResponseError('{""timestamp"":""2024-08-10T17:00:14.302+00:00"",""path"":""/postservice/posts"",""status"":500,""error"":""Internal Server Error"",""requestId"":""9830647a-820741""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:34.794+00:00"",""path"":""/feedservice/feeds/9333"",""status"":500,""error"":""Internal Server Error"",""requestId"":""fc99d3d1-797040""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:03.585+00:00"",""path"":""/feedservice/feeds/25038"",""status"":500,""error"":""Internal Server Error"",""requestId"":""d55a265c-859757""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:36.755+00:00"",""path"":""/feedservice/feeds/30278"",""status"":500,""error"":""Internal Server Error"",""requestId"":""6358501a-797747""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:55:10.942+00:00"",""path"":""/feedservice/feeds/21875"",""status"":500,""error"":""Internal Server Error"",""requestId"":""ac26b11f-749158""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:42.227+00:00"",""path"":""/feedservice/feeds/22815"",""status"":500,""error"":""Internal Server Error"",""requestId"":""cd016bae-798959""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:50.922+00:00"",""path"":""/feedservice/feeds/1344"",""status"":500,""error"":""Internal Server Error"",""requestId"":""168e6ebc-801168""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:00:05.505+00:00"",""path"":""/feedservice/feeds/41965"",""status"":500,""error"":""Internal Server Error"",""requestId"":""55e9b6d6-818810""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:33.346+00:00"",""path"":""/feedservice/feeds/13622"",""status"":500,""error"":""Internal Server Error"",""requestId"":""69afac9e-866292""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:46.516+00:00"",""path"":""/feedservice/feeds/33873"",""status"":500,""error"":""Internal Server Error"",""requestId"":""50aa616b-743796""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:50.055+00:00"",""path"":""/feedservice/feeds/12364"",""status"":500,""error"":""Internal Server Error"",""requestId"":""879c3f41-744512""}')",1
POST,/postservice/posts/{id}/like,HTTPError('500 Server Error: Internal Server Error for url: /postservice/posts/{id}/like'),3
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:08.819+00:00"",""path"":""/feedservice/feeds/25687"",""status"":500,""error"":""Internal Server Error"",""requestId"":""eccbd8f8-791007""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:42.598+00:00"",""path"":""/feedservice/feeds/33129"",""status"":500,""error"":""Internal Server Error"",""requestId"":""a7ef122d-799222""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:59:49.184+00:00"",""path"":""/feedservice/feeds/4854"",""status"":500,""error"":""Internal Server Error"",""requestId"":""8f232783-879769""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:55:15.388+00:00"",""path"":""/feedservice/feeds/26134"",""status"":500,""error"":""Internal Server Error"",""requestId"":""87d8fa10-807318""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:46.703+00:00"",""path"":""/feedservice/feeds/13469"",""status"":500,""error"":""Internal Server Error"",""requestId"":""ff47e53b-800406""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:55:24.931+00:00"",""path"":""/feedservice/feeds/46497"",""status"":500,""error"":""Internal Server Error"",""requestId"":""cd93f2b3-809691""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:31.364+00:00"",""path"":""/feedservice/feeds/24099"",""status"":500,""error"":""Internal Server Error"",""requestId"":""24242e0e-740514""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:41.725+00:00"",""path"":""/feedservice/feeds/45066"",""status"":500,""error"":""Internal Server Error"",""requestId"":""e896ea8c-742789""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:40.020+00:00"",""path"":""/feedservice/feeds/22"",""status"":500,""error"":""Internal Server Error"",""requestId"":""63edb6de-798383""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:59:51.410+00:00"",""path"":""/feedservice/feeds/44099"",""status"":500,""error"":""Internal Server Error"",""requestId"":""772e0e27-880295""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:02:53.827+00:00"",""path"":""/feedservice/feeds/27764"",""status"":500,""error"":""Internal Server Error"",""requestId"":""57537300-858128""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:02:56.790+00:00"",""path"":""/feedservice/feeds/40115"",""status"":500,""error"":""Internal Server Error"",""requestId"":""15b82e38-858376""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:55:13.227+00:00"",""path"":""/feedservice/feeds/12606"",""status"":500,""error"":""Internal Server Error"",""requestId"":""dd63724d-749627""}')",1
POST,/postservice/posts/{id}/comments,HTTPError('500 Server Error: Internal Server Error for url: /postservice/posts/{id}/comments'),1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:59:57.991+00:00"",""path"":""/feedservice/feeds/48782"",""status"":500,""error"":""Internal Server Error"",""requestId"":""cd016bae-882034""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:16.589+00:00"",""path"":""/feedservice/feeds/24789"",""status"":500,""error"":""Internal Server Error"",""requestId"":""0c3fe231-862583""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:13.313+00:00"",""path"":""/feedservice/feeds/44215"",""status"":500,""error"":""Internal Server Error"",""requestId"":""d9b305aa-861847""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:22.607+00:00"",""path"":""/feedservice/feeds/4072"",""status"":500,""error"":""Internal Server Error"",""requestId"":""1bd370e2-934909""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:55:00.557+00:00"",""path"":""/feedservice/feeds/28310"",""status"":500,""error"":""Internal Server Error"",""requestId"":""fc99d3d1-803657""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:31.914+00:00"",""path"":""/feedservice/feeds/15899"",""status"":500,""error"":""Internal Server Error"",""requestId"":""0c3fe231-865997""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:12.547+00:00"",""path"":""/feedservice/feeds/23654"",""status"":500,""error"":""Internal Server Error"",""requestId"":""7e49e930-736331""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:10.187+00:00"",""path"":""/feedservice/feeds/25965"",""status"":500,""error"":""Internal Server Error"",""requestId"":""2eb05c6f-735644""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:33.945+00:00"",""path"":""/feedservice/feeds/6688"",""status"":500,""error"":""Internal Server Error"",""requestId"":""934b6694-797088""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:30.616+00:00"",""path"":""/feedservice/feeds/17664"",""status"":500,""error"":""Internal Server Error"",""requestId"":""e015c5fb-740489""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:23.184+00:00"",""path"":""/feedservice/feeds/8785"",""status"":500,""error"":""Internal Server Error"",""requestId"":""ff624e64-864112""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:59:33.741+00:00"",""path"":""/feedservice/feeds/8066"",""status"":500,""error"":""Internal Server Error"",""requestId"":""2527056c-875659""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:22.136+00:00"",""path"":""/feedservice/feeds/22234"",""status"":500,""error"":""Internal Server Error"",""requestId"":""772e0e27-793192""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:55:23.932+00:00"",""path"":""/feedservice/feeds/34949"",""status"":500,""error"":""Internal Server Error"",""requestId"":""fe9c6bee-751951""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:18.810+00:00"",""path"":""/feedservice/feeds/1038"",""status"":500,""error"":""Internal Server Error"",""requestId"":""25080518-737723""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:27.276+00:00"",""path"":""/feedservice/feeds/30128"",""status"":500,""error"":""Internal Server Error"",""requestId"":""700d0876-936002""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:46.291+00:00"",""path"":""/feedservice/feeds/18994"",""status"":500,""error"":""Internal Server Error"",""requestId"":""2eb05c6f-743854""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T17:03:33.504+00:00"",""path"":""/feedservice/feeds/46690"",""status"":500,""error"":""Internal Server Error"",""requestId"":""86c552e2-937558""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:54:52.608+00:00"",""path"":""/feedservice/feeds/9343"",""status"":500,""error"":""Internal Server Error"",""requestId"":""f0eb2855-745081""}')",1
GET,/feedservice/feeds/{user_id},"CatchResponseError('{""timestamp"":""2024-08-10T16:55:13.328+00:00"",""path"":""/feedservice/feeds/34418"",""status"":500,""error"":""Internal Server Error"",""requestId"":""23396bdf-749672""}')",1
